rank	text	glyph	tier	cl100k	o200k	saved	freq_per_M	value	cum_value_pct	domain
688	endpoints	٪	B	2	2	1	1800.0	1800.0	69.64	web-http-api
689	JSON object	٫	B	2	2	1	1800.0	1800.0	69.69	web-http-api
690	JSON.stringify	٬	B	2	2	1	1800.0	1800.0	69.74	web-http-api
691	Service Unavailable	ٹ	B	3	3	2	900.0	1800.0	69.79	web-http-api
692	Too Many Requests	ٺ	B	3	3	2	900.0	1800.0	69.84	web-http-api
693	idempotency key	ٻ	B	5	4	3	600.0	1800.0	69.89	web-http-api
694	=== 200	ټ	B	3	3	2	900.0	1800.0	69.94	web-http-api
695	200 OK	ٽ	B	2	2	1	1800.0	1800.0	69.99	web-http-api
696	CORS policy	ٿ	B	3	3	2	900.0	1800.0	70.04	web-http-api
697	multipart/form-data	ڀ	B	3	3	2	900.0	1800.0	70.09	web-http-api
698	webhook URL	ځ	B	3	3	2	900.0	1800.0	70.14	web-http-api
699	AUTOINCREMENT	ڃ	B	2	3	2	900.0	1800.0	70.19	sql-data
700	GROUP_CONCAT	ڄ	B	3	3	2	900.0	1800.0	70.24	sql-data
701	EXTRACT(	څ	B	3	3	2	900.0	1800.0	70.3	sql-data
702	RANK()	چ	B	3	3	2	900.0	1800.0	70.35	sql-data
703	SMALLINT	ڇ	B	3	3	2	900.0	1800.0	70.4	sql-data
704	START TRANSACTION	ڈ	B	2	3	2	900.0	1800.0	70.45	sql-data
705	HAVING COUNT	ډ	B	3	3	2	900.0	1800.0	70.5	sql-data
706	AND created_at	ڊ	B	3	3	2	900.0	1800.0	70.55	sql-data
707	the value of	ڌ	B	3	3	2	880.0	1760.0	70.6	math-logic
708	row_factory = sqlite3.Row	ڍ	B	6	6	5	350.0	1750.0	70.65	python
709	isinstance(value, str)	ڏ	B	6	6	5	350.0	1750.0	70.7	python
710	def __init__(self,	ڑ	B	6	6	5	350.0	1750.0	70.75	python
711	i am writing to	ړ	B	4	4	3	580.0	1740.0	70.79	business-email
712	&mut	ڕ	B	2	2	1	1700.0	1700.0	70.84	code-general
713	public class	ږ	B	2	2	1	1700.0	1700.0	70.89	code-general
714	act as	ژ	B	2	2	1	1700.0	1700.0	70.94	prompt-instructions
715	the output	ڙ	B	2	2	1	1700.0	1700.0	70.98	prompt-instructions
716	generate a	ښ	B	2	2	1	1700.0	1700.0	71.03	prompt-instructions
717	in python	ڪ	B	2	2	1	1700.0	1700.0	71.08	prompt-instructions
718	needs to	ګ	B	2	2	1	1700.0	1700.0	71.13	prompt-instructions
719	apt install	ڭ	B	2	2	1	1700.0	1700.0	71.18	shell-cli-git
720	/usr/bin	ڳ	B	2	2	1	1700.0	1700.0	71.22	shell-cli-git
721	docker ps	ڵ	B	2	2	1	1700.0	1700.0	71.27	shell-cli-git
722	```typescript	ں	B	2	2	1	1700.0	1700.0	71.32	markdown-docs
723	**Description:**	ڻ	B	3	3	2	850.0	1700.0	71.37	markdown-docs
724	environment variables	ڼ	B	2	2	1	1700.0	1700.0	71.41	markdown-docs
725	less than	ھ	B	2	2	1	1700.0	1700.0	71.46	math-logic
726	query string	ۀ	B	2	2	1	1700.0	1700.0	71.51	web-http-api
727	User-Agent	ہ	B	2	2	1	1700.0	1700.0	71.56	web-http-api
728	base URL	ۃ	B	2	2	1	1700.0	1700.0	71.61	web-http-api
729	req.body	ۆ	B	2	2	1	1700.0	1700.0	71.65	web-http-api
730	query params	ۇ	B	2	2	1	1700.0	1700.0	71.7	web-http-api
731	CREATE DATABASE	ۈ	B	2	2	1	1700.0	1700.0	71.75	sql-data
732	CURRENT_DATE	ۋ	B	2	2	1	1700.0	1700.0	71.8	sql-data
733	NOT EXISTS	ۍ	B	2	2	1	1700.0	1700.0	71.84	sql-data
734	please let me know if you need anything	ێ	B	8	8	7	240.0	1680.0	71.89	business-email
735	it should be noted that	ې	B	5	5	4	420.0	1680.0	71.94	logic-reasoning
736	what's wrong with	ے	B	4	4	3	550.0	1650.0	71.99	prompt-instructions
737	training data	۔	B	2	2	1	1650.0	1650.0	72.03	ml-ai-jargon
738	**Prerequisites:**	ە	B	4	4	3	550.0	1650.0	72.08	markdown-docs
739	feel free to	۰	B	3	3	2	820.0	1640.0	72.12	business-email
740	thank you in advance	۱	B	4	4	3	540.0	1620.0	72.17	business-email
741	i look forward to	۲	B	4	4	3	540.0	1620.0	72.21	business-email
742	depending on	۳	B	2	2	1	1600.0	1600.0	72.26	markdown-docs
743	for item in	۴	B	3	3	2	800.0	1600.0	72.3	python
744	actor_id=	۵	B	3	3	2	800.0	1600.0	72.35	python
745	f"{	۶	B	2	2	1	1600.0	1600.0	72.39	python
746	onChange={	۷	B	2	3	2	800.0	1600.0	72.44	js-ts
747	useState<	۸	B	2	3	2	800.0	1600.0	72.48	js-ts
748	className={cn(	۹	B	4	5	4	400.0	1600.0	72.53	js-ts
749	int main(	۽	B	3	3	2	800.0	1600.0	72.57	code-general
750	argc, char **argv	۾	B	5	5	4	400.0	1600.0	72.62	code-general
751	std::make_unique<	ა	B	5	5	4	400.0	1600.0	72.66	code-general
752	// TODO:	ბ	B	3	3	2	800.0	1600.0	72.71	code-general
753	Ok(	გ	B	2	2	1	1600.0	1600.0	72.75	code-general
754	ArrayList<	დ	B	2	3	2	800.0	1600.0	72.8	code-general
755	assert_eq!(	ე	B	3	3	2	800.0	1600.0	72.84	code-general
756	in bullet points	ვ	B	3	3	2	800.0	1600.0	72.89	prompt-instructions
757	do not use	ზ	B	3	3	2	800.0	1600.0	72.93	prompt-instructions
758	i am trying	თ	B	3	3	2	800.0	1600.0	72.98	prompt-instructions
759	here's my	ი	B	3	3	2	800.0	1600.0	73.02	prompt-instructions
760	could you	კ	B	2	2	1	1600.0	1600.0	73.07	prompt-instructions
761	i want a	ლ	B	3	3	2	800.0	1600.0	73.11	prompt-instructions
762	so that it	მ	B	3	3	2	800.0	1600.0	73.16	prompt-instructions
763	pros and cons	ნ	B	4	3	2	800.0	1600.0	73.2	prompt-instructions
764	why is	ო	B	2	2	1	1600.0	1600.0	73.25	prompt-instructions
765	the user	პ	B	2	2	1	1600.0	1600.0	73.29	prompt-instructions
766	language model	ჟ	B	2	2	1	1600.0	1600.0	73.34	ml-ai-jargon
767	supervised learning	რ	B	3	3	2	800.0	1600.0	73.38	ml-ai-jargon
768	exploratory data analysis	ს	B	5	5	4	400.0	1600.0	73.43	ml-ai-jargon
769	npm i	ტ	B	2	2	1	1600.0	1600.0	73.47	shell-cli-git
770	$PATH	უ	B	2	2	1	1600.0	1600.0	73.52	shell-cli-git
771	ssh-keygen	ფ	B	3	3	2	800.0	1600.0	73.56	shell-cli-git
772	systemctl enable	ქ	B	3	3	2	800.0	1600.0	73.61	shell-cli-git
773	CHANGELOG.md	ღ	B	3	3	2	800.0	1600.0	73.65	shell-cli-git
774	#!/bin/sh	ყ	B	3	3	2	800.0	1600.0	73.7	shell-cli-git
775	[ -d	შ	B	3	3	2	800.0	1600.0	73.74	shell-cli-git
776	conda activate	ჩ	B	2	3	2	800.0	1600.0	73.79	shell-cli-git
777	node --version	ც	B	3	3	2	800.0	1600.0	73.83	shell-cli-git
778	**Parameters:**	ძ	B	3	3	2	800.0	1600.0	73.88	markdown-docs
779	## Troubleshooting	წ	B	4	3	2	800.0	1600.0	73.92	markdown-docs
780	Getting Started	ჭ	B	2	2	1	1600.0	1600.0	73.97	markdown-docs
781	in this guide	ხ	B	3	3	2	800.0	1600.0	74.01	markdown-docs
782	environment variable	ჯ	B	2	2	1	1600.0	1600.0	74.06	markdown-docs
783	greater than	ჰ	B	2	2	1	1600.0	1600.0	74.1	math-logic
784	do not hesitate to reach out	अ	B	6	6	5	320.0	1600.0	74.15	business-email
785	thank you for your time	आ	B	5	5	4	400.0	1600.0	74.19	business-email
786	i'll get back to you	इ	B	6	6	5	320.0	1600.0	74.24	business-email
787	http://	ई	B	2	2	1	1600.0	1600.0	74.28	web-http-api
788	rate limiting	उ	B	2	2	1	1600.0	1600.0	74.33	web-http-api
789	HTTP method	ऊ	B	2	2	1	1600.0	1600.0	74.37	web-http-api
790	unauthorized	ए	B	2	2	1	1600.0	1600.0	74.42	web-http-api
791	unauthenticated	ऐ	B	2	3	2	800.0	1600.0	74.46	web-http-api
792	response.status	ऑ	B	2	2	1	1600.0	1600.0	74.51	web-http-api
793	res.status	ओ	B	2	2	1	1600.0	1600.0	74.55	web-http-api
794	HTTP status	औ	B	2	2	1	1600.0	1600.0	74.6	web-http-api
795	resource not found	ख	B	3	3	2	800.0	1600.0	74.64	web-http-api
796	DEFAULT NULL	ग	B	2	2	1	1600.0	1600.0	74.69	sql-data
797	CREATE VIEW	घ	B	2	2	1	1600.0	1600.0	74.73	sql-data
798	DISTINCT ON	ङ	B	3	3	2	800.0	1600.0	74.78	sql-data
799	CONVERT(	च	B	3	3	2	800.0	1600.0	74.82	sql-data
800	DESC LIMIT	छ	B	2	2	1	1600.0	1600.0	74.87	sql-data
801	OFFSET 0	ज	B	3	3	2	800.0	1600.0	74.91	sql-data
802	WHERE NOT	झ	B	2	2	1	1600.0	1600.0	74.96	sql-data
803	GROUP BY ROLLUP	ञ	B	5	5	4	400.0	1600.0	75.0	sql-data
804	JSONB	ट	B	2	2	1	1600.0	1600.0	75.05	sql-data
805	ARRAY_AGG	ठ	B	3	3	2	800.0	1600.0	75.09	sql-data
806	i'd like to	ड	B	4	4	3	520.0	1560.0	75.14	business-email
807	i look forward to working with you	ढ	B	7	7	6	260.0	1560.0	75.18	business-email
808	the sum of	ण	B	3	3	2	760.0	1520.0	75.22	math-logic
809	thank you for reaching out	थ	B	5	5	4	380.0	1520.0	75.26	business-email
810	as follows	द	B	2	2	1	1500.0	1500.0	75.31	markdown-docs
811	at least	ध	B	2	2	1	1500.0	1500.0	75.35	math-logic
812	json.loads(	फ	B	3	3	2	750.0	1500.0	75.39	python
813	int(time.time())	ब	B	4	4	3	500.0	1500.0	75.43	python
814	.strip()	भ	B	2	2	1	1500.0	1500.0	75.48	python
815	Optional[float]	य	B	3	4	3	500.0	1500.0	75.52	python
816	PRAGMA journal_mode=WAL	ऱ	B	6	6	5	300.0	1500.0	75.56	python
817	limit: int = 500	ळ	B	6	6	5	300.0	1500.0	75.6	python
818	limit: int = 100	व	B	6	6	5	300.0	1500.0	75.64	python
819	isinstance(value, dict)	श	B	6	6	5	300.0	1500.0	75.69	python
820	raise ValueError(	ष	B	3	4	3	500.0	1500.0	75.73	python
821	from pathlib import Path	ऽ	B	4	4	3	500.0	1500.0	75.77	python
822	.get("id")	क़	B	4	4	3	500.0	1500.0	75.81	python
823	.append(	ज़	B	2	2	1	1500.0	1500.0	75.85	python
824	= []	ड़	B	2	2	1	1500.0	1500.0	75.9	python
825	return (	ढ़	B	2	2	1	1500.0	1500.0	75.94	js-ts
826	.map((	फ़	B	2	2	1	1500.0	1500.0	75.98	js-ts
827	import React from 'react'	।	B	6	6	5	300.0	1500.0	76.02	js-ts
828	#[derive(Debug)]	॥	B	4	4	3	500.0	1500.0	76.07	code-general
829	std::cerr <<	०	B	4	4	3	500.0	1500.0	76.11	code-general
830	printf("	१	B	2	2	1	1500.0	1500.0	76.15	code-general
831	.size()	२	B	2	2	1	1500.0	1500.0	76.19	code-general
832	Vec::new()	३	B	4	4	3	500.0	1500.0	76.23	code-general
833	the error	४	B	2	2	1	1500.0	1500.0	76.28	prompt-instructions
834	what are the differences	५	B	4	4	3	500.0	1500.0	76.32	prompt-instructions
835	given the	६	B	2	2	1	1500.0	1500.0	76.36	prompt-instructions
836	make this	७	B	2	2	1	1500.0	1500.0	76.4	prompt-instructions
837	deep learning	८	B	2	2	1	1500.0	1500.0	76.44	ml-ai-jargon
838	logistic regression	९	B	3	3	2	750.0	1500.0	76.49	ml-ai-jargon
839	retrieval augmented generation	॰	B	5	4	3	500.0	1500.0	76.53	ml-ai-jargon
840	import tensorflow as tf	অ	B	4	4	3	500.0	1500.0	76.57	ml-ai-jargon
841	export PATH	আ	B	2	2	1	1500.0	1500.0	76.61	shell-cli-git
842	origin/main	ই	B	2	2	1	1500.0	1500.0	76.65	shell-cli-git
843	ps aux	উ	B	2	2	1	1500.0	1500.0	76.7	shell-cli-git
844	brew install	এ	B	2	2	1	1500.0	1500.0	76.74	shell-cli-git
845	dist/	ও	B	2	2	1	1500.0	1500.0	76.78	shell-cli-git
846	## API Reference	ক	B	3	3	2	750.0	1500.0	76.82	markdown-docs
847	i look forward to your response	খ	B	6	6	5	300.0	1500.0	76.87	business-email
848	i wanted to let you know	গ	B	6	6	5	300.0	1500.0	76.91	business-email
849	Content-Length	ঘ	B	2	2	1	1500.0	1500.0	76.95	web-http-api
850	path parameter	ঙ	B	2	2	1	1500.0	1500.0	76.99	web-http-api
851	JSON body	চ	B	2	2	1	1500.0	1500.0	77.03	web-http-api
852	response.data	ছ	B	2	2	1	1500.0	1500.0	77.08	web-http-api
853	res.json	জ	B	2	2	1	1500.0	1500.0	77.12	web-http-api
854	HTTP headers	ঝ	B	2	2	1	1500.0	1500.0	77.16	web-http-api
855	error response	ঞ	B	2	2	1	1500.0	1500.0	77.2	web-http-api
856	query parameter	ট	B	2	2	1	1500.0	1500.0	77.24	web-http-api
857	DROP COLUMN	ঠ	B	2	2	1	1500.0	1500.0	77.29	sql-data
858	divided by	ড	B	3	3	2	720.0	1440.0	77.33	math-logic
859	at your earliest convenience	ঢ	B	4	4	3	480.0	1440.0	77.37	business-email
860	i hope you are well	ণ	B	5	5	4	360.0	1440.0	77.41	business-email
861	i am reaching out to	ত	B	5	5	4	360.0	1440.0	77.45	business-email
862	we would like to	থ	B	4	4	3	480.0	1440.0	77.49	business-email
863	please let me know if you have any issues	দ	B	9	9	8	180.0	1440.0	77.53	business-email
864	if you have any questions or concerns	ধ	B	7	7	6	240.0	1440.0	77.57	business-email
865	to put it simply	প	B	4	4	3	470.0	1410.0	77.61	logic-reasoning
866	for instance	ফ	B	2	2	1	1400.0	1400.0	77.65	markdown-docs
867	take a look	ব	B	3	3	2	700.0	1400.0	77.69	prompt-instructions
868	sqlite3.Connection	ভ	B	3	3	2	700.0	1400.0	77.73	python
869	json.dumps(	ম	B	3	3	2	700.0	1400.0	77.77	python
870	return None	য	B	2	2	1	1400.0	1400.0	77.81	python
871	Optional[int]	ল	B	3	3	2	700.0	1400.0	77.85	python
872	for key in	শ	B	3	3	2	700.0	1400.0	77.89	python
873	except Exception:	ষ	B	3	3	2	700.0	1400.0	77.92	python
874	for k, v in	স	B	5	5	4	350.0	1400.0	77.96	python
875	for i in range(	হ	B	5	5	4	350.0	1400.0	78.0	python
876	ORDER BY created_at DESC	ৎ	B	5	5	4	350.0	1400.0	78.04	python
877	= str(	ড়	B	3	3	2	700.0	1400.0	78.08	python
878	= {}	ঢ়	B	2	2	1	1400.0	1400.0	78.12	python
879	=> void	য়	B	2	2	1	1400.0	1400.0	78.16	js-ts
880	| null	০	B	2	2	1	1400.0	1400.0	78.2	js-ts
881	(err error)	১	B	3	3	2	700.0	1400.0	78.24	code-general
882	&self	২	B	2	2	1	1400.0	1400.0	78.28	code-general
883	return new	৩	B	2	2	1	1400.0	1400.0	78.32	code-general
884	const auto&	৪	B	3	3	2	700.0	1400.0	78.36	code-general
885	append(	৫	B	2	2	1	1400.0	1400.0	78.4	code-general
886	}));	৬	B	2	2	1	1400.0	1400.0	78.44	code-general
887	() const {	৭	B	3	3	2	700.0	1400.0	78.47	code-general
888	Some(	৮	B	2	2	1	1400.0	1400.0	78.51	code-general
889	HashMap<	৯	B	2	3	2	700.0	1400.0	78.55	code-general
890	List<String>	ৰ	B	3	3	2	700.0	1400.0	78.59	code-general
891	uint32_t	ৱ	B	3	3	2	700.0	1400.0	78.63	code-general
892	difference between	৷	B	2	2	1	1400.0	1400.0	78.67	prompt-instructions
893	in detail	அ	B	2	2	1	1400.0	1400.0	78.71	prompt-instructions
894	in a table	ஆ	B	3	3	2	700.0	1400.0	78.75	prompt-instructions
895	make sure you	இ	B	3	3	2	700.0	1400.0	78.79	prompt-instructions
896	just the	உ	B	2	2	1	1400.0	1400.0	78.83	prompt-instructions
897	translate the following	எ	B	3	3	2	700.0	1400.0	78.87	prompt-instructions
898	write a python	ஒ	B	3	3	2	700.0	1400.0	78.91	prompt-instructions
899	in typescript	க	B	3	3	2	700.0	1400.0	78.95	prompt-instructions
900	given the following	ங	B	3	3	2	700.0	1400.0	78.99	prompt-instructions
901	an error	ச	B	2	2	1	1400.0	1400.0	79.03	prompt-instructions
902	what does this	ஜ	B	3	3	2	700.0	1400.0	79.06	prompt-instructions
903	the above	ஞ	B	2	2	1	1400.0	1400.0	79.1	markdown-docs
904	make it look	ட	B	3	3	2	700.0	1400.0	79.14	prompt-instructions
905	improve this	ண	B	3	3	2	700.0	1400.0	79.18	prompt-instructions
906	refactor this	த	B	3	3	2	700.0	1400.0	79.22	prompt-instructions
907	make sure it	ந	B	3	3	2	700.0	1400.0	79.26	prompt-instructions
908	build a	ன	B	2	2	1	1400.0	1400.0	79.3	prompt-instructions
909	walk me through	ப	B	3	3	2	700.0	1400.0	79.34	prompt-instructions
910	what's wrong	ம	B	3	3	2	700.0	1400.0	79.38	prompt-instructions
911	find the	ய	B	2	2	1	1400.0	1400.0	79.42	prompt-instructions
912	generative adversarial network	ர	B	5	5	4	350.0	1400.0	79.46	ml-ai-jargon
913	natural language processing	ற	B	3	3	2	700.0	1400.0	79.5	ml-ai-jargon
914	origin master	ல	B	2	2	1	1400.0	1400.0	79.54	shell-cli-git
915	.env.local	ள	B	2	2	1	1400.0	1400.0	79.58	shell-cli-git
916	chmod 644	ழ	B	3	3	2	700.0	1400.0	79.62	shell-cli-git
917	$HOME	வ	B	2	2	1	1400.0	1400.0	79.65	shell-cli-git
918	upstream main	ஷ	B	3	3	2	700.0	1400.0	79.69	shell-cli-git
919	xargs	ஸ	B	2	2	1	1400.0	1400.0	79.73	shell-cli-git
920	wget -q	ஹ	B	3	3	2	700.0	1400.0	79.77	shell-cli-git
921	nothing to commit	ฆ	B	3	3	2	700.0	1400.0	79.81	shell-cli-git
922	git --version	ฉ	B	3	3	2	700.0	1400.0	79.85	shell-cli-git
923	export NODE_ENV	ซ	B	3	3	2	700.0	1400.0	79.89	shell-cli-git
924	```js	ญ	B	2	2	1	1400.0	1400.0	79.93	markdown-docs
925	**Default:**	ฎ	B	3	3	2	700.0	1400.0	79.97	markdown-docs
926	## Usage	ฏ	B	2	2	1	1400.0	1400.0	80.01	markdown-docs
927	under the hood	ฐ	B	3	3	2	700.0	1400.0	80.05	markdown-docs
928	the example above	ฑ	B	3	3	2	700.0	1400.0	80.09	markdown-docs
929	this document	ธ	B	2	2	1	1400.0	1400.0	80.13	markdown-docs
930	configuration file	ฝ	B	2	2	1	1400.0	1400.0	80.17	markdown-docs
931	out of scope	ฟ	B	3	3	2	700.0	1400.0	80.21	markdown-docs
932	is required	ภ	B	2	2	1	1400.0	1400.0	80.24	markdown-docs
933	the return value	ฤ	B	3	3	2	700.0	1400.0	80.28	markdown-docs
934	step-by-step	ศ	B	3	3	2	700.0	1400.0	80.32	markdown-docs
935	for all	ษ	B	2	2	1	1400.0	1400.0	80.36	math-logic
936	please find attached	ฬ	B	3	3	2	700.0	1400.0	80.4	business-email
937	kind regards	ฮ	B	2	2	1	1400.0	1400.0	80.44	business-email
938	just wanted to let you know	ฯ	B	6	6	5	280.0	1400.0	80.48	business-email
939	thank you for bringing this to my attention	โ	B	8	8	7	200.0	1400.0	80.52	business-email
940	request method	ๆ	B	2	2	1	1400.0	1400.0	80.56	web-http-api
941	parse JSON	๑	B	2	2	1	1400.0	1400.0	80.6	web-http-api
942	request URL	๒	B	2	2	1	1400.0	1400.0	80.64	web-http-api
943	res.send	ນ	B	2	2	1	1400.0	1400.0	80.68	web-http-api
944	req.params	າ	B	2	2	1	1400.0	1400.0	80.72	web-http-api
945	idempotent	་	B	3	3	2	700.0	1400.0	80.76	web-http-api
946	response object	ས	B	2	2	1	1400.0	1400.0	80.8	web-http-api
947	request object	က	B	2	2	1	1400.0	1400.0	80.83	web-http-api
948	webhook	ခ	B	2	2	1	1400.0	1400.0	80.87	web-http-api
949	validation error	ဂ	B	2	2	1	1400.0	1400.0	80.91	web-http-api
950	RIGHT JOIN	င	B	2	2	1	1400.0	1400.0	80.95	sql-data
951	DROP CONSTRAINT	စ	B	2	3	2	700.0	1400.0	80.99	sql-data
952	STRING_AGG	ဆ	B	3	3	2	700.0	1400.0	81.03	sql-data
953	TO_CHAR(	ဇ	B	3	3	2	700.0	1400.0	81.07	sql-data
954	TINYINT	ည	B	3	3	2	700.0	1400.0	81.11	sql-data
955	BIGSERIAL	ဏ	B	3	3	2	700.0	1400.0	81.15	sql-data
956	GRANT SELECT	တ	B	3	3	2	700.0	1400.0	81.19	sql-data
957	JSON_EXTRACT	ထ	B	3	3	2	700.0	1400.0	81.23	sql-data
958	COLLATE	ဒ	B	3	3	2	700.0	1400.0	81.27	sql-data
959	i hope all is well	န	B	5	5	4	340.0	1360.0	81.31	business-email
960	thank you for your understanding	ပ	B	5	5	4	340.0	1360.0	81.34	business-email
961	def _connect()	ဖ	B	4	4	3	450.0	1350.0	81.38	python
962	os.environ.get(	ဗ	B	4	4	3	450.0	1350.0	81.42	python
963	uuid.uuid4()	ဘ	B	4	4	3	450.0	1350.0	81.46	python
964	context window	မ	B	2	2	1	1350.0	1350.0	81.5	ml-ai-jargon
965	## Acknowledgments	ယ	B	4	4	3	450.0	1350.0	81.53	markdown-docs
966	i wanted to follow up on our	ရ	B	7	7	6	220.0	1320.0	81.57	business-email
967	let me know if you would like	လ	B	7	7	6	220.0	1320.0	81.61	business-email
968	or ""	ဝ	B	2	2	1	1300.0	1300.0	81.64	python
969	from '@/	သ	B	2	2	1	1300.0	1300.0	81.68	js-ts
970	Option<	ဟ	B	2	2	1	1300.0	1300.0	81.72	code-general
971	context.Context	အ	B	2	2	1	1300.0	1300.0	81.75	code-general
972	++) {	ဥ	B	2	2	1	1300.0	1300.0	81.79	code-general
973	.clone()	၀	B	2	2	1	1300.0	1300.0	81.83	code-general
974	Err(	၁	B	2	2	1	1300.0	1300.0	81.86	code-general
975	format!(	၂	B	2	2	1	1300.0	1300.0	81.9	code-general
976	keep it	၃	B	2	2	1	1300.0	1300.0	81.94	prompt-instructions
977	in json format	၄	B	3	3	2	650.0	1300.0	81.97	prompt-instructions
978	in the format	၅	B	3	3	2	650.0	1300.0	82.01	prompt-instructions
979	what does	၆	B	2	2	1	1300.0	1300.0	82.05	prompt-instructions
980	not working	၇	B	2	2	1	1300.0	1300.0	82.08	prompt-instructions
981	as an	၈	B	2	2	1	1300.0	1300.0	82.12	prompt-instructions
982	must be	၉	B	2	2	1	1300.0	1300.0	82.16	prompt-instructions
983	data set	၊	B	2	2	1	1300.0	1300.0	82.19	ml-ai-jargon
984	overfitting	။	B	3	3	2	650.0	1300.0	82.23	ml-ai-jargon
985	/usr/local	၍	B	2	2	1	1300.0	1300.0	82.26	shell-cli-git
986	echo $	၏	B	2	2	1	1300.0	1300.0	82.3	shell-cli-git
987	Permission denied	ၚ	B	2	2	1	1300.0	1300.0	82.34	shell-cli-git
988	## Installation	ၾ	B	2	2	1	1300.0	1300.0	82.37	markdown-docs
989	for details	ၿ	B	2	2	1	1300.0	1300.0	82.41	markdown-docs
990	working directory	ႀ	B	2	2	1	1300.0	1300.0	82.45	markdown-docs
991	pull requests	႐	B	2	2	1	1300.0	1300.0	82.48	markdown-docs
992	more information	႔	B	2	2	1	1300.0	1300.0	82.52	markdown-docs
993	Cache-Control	႕	B	2	2	1	1300.0	1300.0	82.56	web-http-api
994	JSON payload	ぁ	B	2	2	1	1300.0	1300.0	82.59	web-http-api
995	endpoint URL	ぇ	B	2	2	1	1300.0	1300.0	82.63	web-http-api
996	req.query	ぎ	B	2	2	1	1300.0	1300.0	82.67	web-http-api
997	request.get	ぐ	B	2	2	1	1300.0	1300.0	82.7	web-http-api
998	requests.post	げ	B	2	2	1	1300.0	1300.0	82.74	web-http-api
999	network error	ず	B	2	2	1	1300.0	1300.0	82.78	web-http-api
1000	response.ok	ぜ	B	2	2	1	1300.0	1300.0	82.81	web-http-api
1001	GraphQL	ぞ	B	1	2	1	1300.0	1300.0	82.85	web-http-api
1002	AND NOT	づ	B	2	2	1	1300.0	1300.0	82.89	sql-data
1003	deleted_at	ね	B	2	2	1	1300.0	1300.0	82.92	sql-data
1004	for this reason	ぱ	B	3	3	2	640.0	1280.0	82.96	logic-reasoning
1005	i wanted to check in	ひ	B	5	5	4	320.0	1280.0	82.99	business-email
1006	thank you for your consideration	び	B	5	5	4	320.0	1280.0	83.03	business-email
1007	let me know your thoughts	ふ	B	5	5	4	320.0	1280.0	83.07	business-email
1008	let me know how you would like to proceed	ぶ	B	9	9	8	160.0	1280.0	83.1	business-email
1009	the square root of	ぷ	B	4	4	3	420.0	1260.0	83.14	math-logic
1010	wanted to follow up	へ	B	4	4	3	420.0	1260.0	83.17	business-email
1011	this means that	べ	B	3	3	2	630.0	1260.0	83.21	logic-reasoning
1012	limit: int = 50	ほ	B	6	6	5	250.0	1250.0	83.24	python
1013	loss function	ぼ	B	2	2	1	1250.0	1250.0	83.28	ml-ai-jargon
1014	is given by	ぽ	B	3	3	2	620.0	1240.0	83.31	math-logic
1015	thanks in advance	む	B	3	3	2	620.0	1240.0	83.35	business-email
1016	just wanted to	ゃ	B	3	3	2	620.0	1240.0	83.38	business-email
1017	regarding the	ゅ	B	3	3	2	620.0	1240.0	83.42	business-email
1018	as described above	ゆ	B	3	3	2	600.0	1200.0	83.45	markdown-docs
1019	therefore	ょ	B	2	2	1	1200.0	1200.0	83.48	prose-connectives
1020	the rest	ァ	B	2	2	1	1200.0	1200.0	83.52	prompt-instructions
1021	import sqlite3	ォ	B	3	3	2	600.0	1200.0	83.55	python
1022	List[Dict]	ガ	B	4	4	3	400.0	1200.0	83.59	python
1023	-> bool:	ギ	B	3	3	2	600.0	1200.0	83.62	python
1024	-> Optional[	ケ	B	3	3	2	600.0	1200.0	83.65	python
1025	def _now()	ゲ	B	4	4	3	400.0	1200.0	83.69	python
1026	payload.get("id")	ゴ	B	5	5	4	300.0	1200.0	83.72	python
1027	def get_	ザ	B	3	3	2	600.0	1200.0	83.75	python
1028	str(payload.get(	ゼ	B	4	4	3	400.0	1200.0	83.79	python
1029	status_code=	ソ	B	3	3	2	600.0	1200.0	83.82	python
1030	uuid.uuid4().hex	ゾ	B	5	5	4	300.0	1200.0	83.86	python
1031	.get("name")	ツ	B	4	4	3	400.0	1200.0	83.89	python
1032	conn.commit()	ネ	B	3	3	2	600.0	1200.0	83.92	python
1033	INSERT OR REPLACE INTO	ノ	B	4	5	4	300.0	1200.0	83.96	python
1034	WHERE profile_id = ?	ハ	B	5	5	4	300.0	1200.0	83.99	python
1035	Connection) -> None:	ヒ	B	5	5	4	300.0	1200.0	84.02	python
1036	value or ""	ヘ	B	3	3	2	600.0	1200.0	84.06	python
1037	: boolean	ベ	B	2	2	1	1200.0	1200.0	84.09	js-ts
1038	: () => void	ホ	B	4	4	3	400.0	1200.0	84.13	js-ts
1039	String[] args	ボ	B	3	3	2	600.0	1200.0	84.16	code-general
1040	as_str()	ミ	B	3	3	2	600.0	1200.0	84.19	code-general
1041	System.out.print(	モ	B	4	4	3	400.0	1200.0	84.23	code-general
1042	} finally {	ヤ	B	3	3	2	600.0	1200.0	84.26	code-general
1043	%d\n	ユ	B	2	2	1	1200.0	1200.0	84.29	code-general
1044	func() {	ヨ	B	3	3	2	600.0	1200.0	84.33	code-general
1045	this->	ワ	B	2	2	1	1200.0	1200.0	84.36	code-general
1046	// TODO	ヴ	B	2	2	1	1200.0	1200.0	84.4	code-general
1047	static_cast<	ヶ	B	3	3	2	600.0	1200.0	84.43	code-general
